Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Avg_Monthly_Bal
Male,true,0,Graduate,false,3704.0,2000.0,120.0,360,1,Rural,true,13546.003434958675
Male,true,0,Graduate,false,5119.0,3769.0,120.0,360,1,Rural,true,16803.767677968273
Male,true,0,Graduate,true,39147.0,4750.0,120.0,360,1,Semiurban,true,146892.4800612804
Female,true,0,Not Graduate,false,4100.0,0.0,124.0,360,1,Rural,true,16183.520785264654
Male,false,0,Graduate,false,5124.0,0.0,124.0,6,0,Rural,false,19529.205678540948
Male,true,0,Graduate,false,3333.0,1270.0,124.0,360,1,Urban,true,15116.15923070542
Female,false,0,Graduate,false,4666.0,0.0,124.0,360,1,Semiurban,true,22345.882229079
Male,true,2,Not Graduate,false,3917.0,0.0,124.0,360,1,Semiurban,true,10640.155726279183
Male,true,0,Not Graduate,false,3814.0,1483.0,124.0,300,1,Semiurban,true,18165.545011121467
Male,true,1,Graduate,false,2419.0,1707.0,124.0,360,1,Urban,true,11196.247024715269
Male,true,3,Graduate,false,4342.0,189.0,124.0,360,1,Semiurban,true,14327.227805614872
Male,true,1,Not Graduate,false,1792.0,2565.0,128.0,360,1,Urban,true,5823.7524551035085
Male,true,0,Graduate,false,3333.0,2500.0,128.0,360,1,Semiurban,true,12415.599571287456
Male,true,2,Graduate,false,4120.0,0.0,128.0,360,1,Rural,true,17134.361144762785
Male,false,0,Graduate,true,5166.0,0.0,128.0,360,1,Semiurban,true,20244.349949122123
Male,true,3,Graduate,false,7740.0,0.0,128.0,180,1,Urban,true,28550.874870111755
Male,true,3,Not Graduate,false,4931.0,0.0,128.0,360,1,Semiurban,false,14803.970624505406
Male,true,0,Graduate,false,2083.0,3150.0,128.0,360,1,Semiurban,true,10021.779468729585
Male,true,3,Graduate,false,5703.0,0.0,128.0,360,1,Urban,true,19680.872792315724
Male,true,0,Graduate,false,6250.0,0.0,128.0,360,1,Semiurban,true,29999.15071225182
Male,true,1,Not Graduate,false,2239.0,2524.0,128.0,360,1,Urban,true,11087.653347405081
Male,true,3,Not Graduate,false,2654.0,1998.0,128.0,360,0,Rural,false,5717.7037823616083
Male,true,3,Graduate,false,3430.0,1250.0,128.0,360,0,Semiurban,false,10981.666846249305
Male,true,1,Graduate,false,4583.0,1508.0,128.0,360,1,Rural,false,12504.680785925661
Male,false,0,Graduate,true,7167.0,0.0,128.0,360,1,Urban,true,21331.294481463883
Male,false,2,Graduate,false,4354.0,0.0,136.0,360,1,Rural,true,17828.898901835404
Male,true,0,Graduate,false,3087.0,2210.0,136.0,360,0,Semiurban,false,9871.5801613837557
Male,true,0,Graduate,false,2333.0,2417.0,136.0,360,1,Urban,true,11203.125865602553
Male,false,0,Graduate,false,2366.0,2531.0,136.0,360,1,Semiurban,true,9871.8582528370171
Male,false,0,Graduate,false,5316.0,0.0,136.0,360,1,Urban,true,23071.221712242226
Male,true,0,Graduate,false,11146.0,0.0,136.0,360,1,Urban,true,48839.622373182188
Female,false,0,Graduate,false,4300.0,0.0,136.0,360,0,Semiurban,false,9745.57515671249
Male,false,0,Graduate,false,2971.0,2791.0,144.0,360,1,Semiurban,true,14823.026633372712
Male,true,2,Not Graduate,false,3357.0,2859.0,144.0,360,1,Urban,true,12747.181970753518
Female,false,0,Graduate,false,4000.0,2275.0,144.0,360,1,Semiurban,true,19441.346913836023
Male,true,0,Graduate,false,6500.0,0.0,144.0,360,1,Urban,true,24882.234232511433
Male,true,2,Graduate,true,5746.0,0.0,144.0,84,1,Rural,true,19035.816690022191
Male,true,0,Not Graduate,false,4750.0,3583.0,144.0,360,1,Semiurban,true,19456.508810432046
Female,true,0,Graduate,false,3667.0,1459.0,144.0,360,1,Semiurban,true,10127.299919262405
Male,true,0,Graduate,false,5821.0,0.0,144.0,360,1,Urban,true,22805.323700371548
Male,true,0,Graduate,true,2577.0,3750.0,152.0,360,1,Rural,true,8600.3621014637938
Male,true,1,Graduate,false,8300.0,0.0,152.0,300,0,Semiurban,false,32865.980740021339
Male,false,0,Graduate,false,4000.0,2667.0,152.0,360,1,Semiurban,true,11852.255001747515
Male,true,0,Not Graduate,false,3523.0,3230.0,152.0,360,0,Rural,false,10978.412191645259
Male,false,0,Graduate,false,3268.0,1683.0,152.0,360,1,Semiurban,true,10479.138829663967
Female,false,1,Graduate,false,5062.0,0.0,152.0,300,1,Rural,true,14115.343592118792
Male,true,0,Not Graduate,false,3572.0,4114.0,152.0,6,0,Rural,false,11650.146102820741
Male,true,0,Not Graduate,true,2165.0,3422.0,152.0,360,1,Urban,true,5562.7526844071544
Male,false,1,Graduate,false,37719.0,0.0,152.0,360,1,Semiurban,true,141068.74351865606
Male,true,0,Graduate,false,3333.0,4288.0,160.0,360,1,Urban,true,15489.459062613229
Male,true,2,Graduate,false,4912.0,4614.0,160.0,360,1,Rural,true,13598.728640394223
Male,true,0,Graduate,true,2083.0,4083.0,160.0,360,1,Semiurban,true,6365.25487766581
Male,true,0,Graduate,false,4167.0,4754.0,160.0,360,1,Rural,true,20748.174643324041
Male,true,0,Graduate,false,8334.0,0.0,160.0,360,1,Semiurban,false,23302.819921797953
Female,false,1,Graduate,false,2600.0,0.0,160.0,360,1,Urban,false,5251.518304562198
Male,true,1,Graduate,false,3500.0,3077.0,160.0,360,1,Semiurban,true,15051.742610253406
Male,true,1,Graduate,false,6000.0,0.0,160.0,360,1,Rural,true,23512.070936000306
Male,true,0,Graduate,false,6256.0,0.0,160.0,360,1,Urban,true,16252.61059434639
Male,true,1,Graduate,false,5250.0,688.0,160.0,360,1,Rural,true,24711.867113450215
Male,true,0,Graduate,false,2499.0,2458.0,160.0,360,1,Semiurban,true,7942.6613042598992
Male,true,0,Not Graduate,false,6033.0,0.0,160.0,360,1,Urban,false,22993.839926107197
Male,true,0,Graduate,false,3816.0,754.0,160.0,360,1,Urban,true,15024.313611170586
Male,true,2,Graduate,true,4583.0,2083.0,160.0,360,1,Semiurban,true,17598.595998432163
Male,true,2,Graduate,false,3958.0,2632.0,160.0,360,1,Semiurban,true,11351.816600789671
Male,true,3,Graduate,false,4333.0,1811.0,160.0,360,0,Urban,true,12843.497859557434
Male,true,1,Graduate,true,10513.0,3850.0,160.0,180,0,Urban,false,26056.342335249596
Male,true,0,Graduate,true,674.0,5296.0,168.0,360,1,Rural,true,2529.33212977013
Male,false,0,Graduate,false,5417.0,0.0,168.0,360,1,Urban,true,14456.176237411721
Male,true,2,Graduate,false,4006.0,1526.0,168.0,360,1,Urban,true,19815.048758494333
Male,false,0,Graduate,false,3750.0,4750.0,176.0,360,1,Urban,false,12981.621656564344
Male,true,3,Not Graduate,false,3634.0,910.0,176.0,360,0,Semiurban,false,9296.5507702181931
Male,false,0,Graduate,false,2231.0,2774.0,176.0,360,0,Urban,false,7876.435884657134
Male,true,2,Graduate,true,2500.0,4600.0,176.0,360,1,Rural,true,11514.320220690832
Male,false,0,Graduate,false,3150.0,0.0,176.0,360,0,Semiurban,false,11545.361512927784
Female,true,2,Graduate,false,2779.0,3664.0,176.0,360,0,Semiurban,false,6322.7299712453278
Male,false,0,Graduate,false,6858.0,0.0,176.0,360,1,Rural,true,26806.101850843148
Male,false,0,Graduate,false,4166.0,7210.0,184.0,360,1,Urban,true,12301.726934071356
Male,true,2,Graduate,false,2995.0,1120.0,184.0,360,1,Rural,false,9901.4334478293058
Male,true,0,Graduate,true,5818.0,2160.0,184.0,360,1,Semiurban,true,22068.342374006668
Male,true,2,Graduate,false,6250.0,820.0,192.0,360,1,Urban,true,22231.498405938579
Male,true,2,Graduate,false,5780.0,0.0,192.0,360,1,Urban,true,28843.429293609566
Male,false,0,Graduate,true,16250.0,0.0,192.0,360,0,Urban,false,56319.331394302964
Male,false,0,Graduate,true,6400.0,0.0,200.0,360,1,Rural,true,17903.284764276486
Male,true,2,Graduate,false,3073.0,8106.0,200.0,360,1,Urban,true,9996.0056669970363
Male,true,3,Graduate,false,5167.0,3167.0,200.0,360,1,Semiurban,true,19082.159285637037
Male,true,2,Graduate,false,8000.0,0.0,200.0,360,1,Semiurban,true,30920.543101399155
Male,false,0,Graduate,false,6500.0,2600.0,200.0,360,1,Semiurban,true,18665.243479727247
Female,true,0,Graduate,false,3417.0,1287.0,200.0,360,1,Semiurban,true,14518.196022320617
Female,false,0,Graduate,false,5058.0,0.0,200.0,360,1,Rural,true,15982.746661309147
Male,false,0,Graduate,false,5333.0,2400.0,200.0,360,0,Rural,false,20063.471934852972
Male,true,1,Graduate,false,6875.0,0.0,200.0,360,1,Semiurban,true,21412.181380665508
Male,true,2,Graduate,false,4583.0,2916.0,200.0,360,1,Urban,true,13588.551595808143
Male,true,2,Graduate,false,4865.0,5624.0,208.0,360,1,Semiurban,true,21840.189234267076
Male,true,2,Graduate,false,5000.0,1800.0,208.0,360,1,Urban,true,17346.3679602958
Male,true,0,Graduate,false,1025.0,5500.0,216.0,360,1,Rural,true,3596.0257403224282
Male,true,2,Graduate,false,3800.0,3600.0,216.0,360,0,Urban,false,14666.371981444519
Male,true,0,Graduate,true,3900.0,2094.0,232.0,360,1,Rural,true,15718.064181994341
Male,true,1,Graduate,true,7787.0,0.0,240.0,360,1,Urban,true,19603.767915826542
Male,false,1,Graduate,false,24797.0,0.0,240.0,360,1,Semiurban,true,80127.455012723993
Male,true,1,Graduate,false,3333.0,4200.0,256.0,360,1,Urban,true,12597.458406458152
Male,true,0,Graduate,false,14683.0,2100.0,304.0,360,1,Rural,false,50011.882074119872
Male,false,3,Graduate,false,12500.0,3000.0,320.0,360,1,Rural,false,46523.325542257575
Male,true,2,Graduate,false,7874.0,3967.0,336.0,360,1,Rural,true,30600.936356280446
Male,true,2,Graduate,true,17500.0,0.0,400.0,360,1,Rural,true,76397.1886107167
Male,true,2,Graduate,true,7948.0,7166.0,480.0,360,1,Rural,true,22548.869951685887
Male,true,0,Graduate,false,20833.0,6667.0,480.0,360,1,Urban,true,67091.483203942218
Male,false,0,Graduate,false,20233.0,0.0,480.0,360,1,Rural,false,45999.28214443662
Female,true,1,Graduate,false,12000.0,0.0,496.0,360,1,Semiurban,true,56715.997648740879
Male,true,0,Graduate,false,8449.0,0.0,257.0,360,1,Rural,true,23059.41897637146
Male,true,0,Graduate,false,2439.0,3333.0,129.0,360,1,Rural,true,8898.5721127070665
Male,true,2,Not Graduate,false,4200.0,1430.0,129.0,360,1,Rural,false,15844.549066740521
Female,true,0,Graduate,false,2484.0,2302.0,137.0,360,1,Semiurban,true,10440.462875695426
Male,true,0,Graduate,true,2500.0,296.0,137.0,300,1,Rural,true,9385.8121471538052
Female,false,0,Graduate,false,2137.0,8980.0,137.0,360,0,Semiurban,true,6315.0977658608035
Male,true,0,Graduate,false,3173.0,3021.0,137.0,360,1,Urban,true,11267.066188331688
Male,true,1,Not Graduate,false,6608.0,0.0,137.0,180,1,Urban,true,29680.814495276107
Female,false,0,Not Graduate,false,3015.0,2000.0,145.0,360,1,Urban,true,7539.8919659652083
Male,false,0,Graduate,false,2526.0,1783.0,145.0,360,1,Rural,true,8232.9914433847935
Male,true,2,Graduate,false,3166.0,2833.0,145.0,360,1,Urban,true,8023.1796157400677
Female,false,3,Graduate,false,2366.0,5272.0,153.0,360,0,Rural,false,7060.6397950182891
Male,true,0,Graduate,false,3015.0,2188.0,153.0,360,1,Rural,true,11886.190859672379
Male,true,1,Not Graduate,false,5285.0,1430.0,161.0,360,0,Semiurban,true,16419.958954564565
Male,false,0,Graduate,false,3182.0,2917.0,161.0,360,1,Urban,true,11730.523129875375
Female,false,0,Graduate,true,14987.0,0.0,177.0,360,1,Rural,true,50787.173461046783
Male,true,1,Graduate,false,4364.0,2500.0,185.0,360,1,Semiurban,true,11214.853511807078
Female,true,0,Graduate,false,7950.0,0.0,185.0,360,1,Urban,true,28567.657269040064
Male,false,0,Graduate,false,4683.0,1915.0,185.0,360,1,Semiurban,false,14732.196668575363
Male,true,0,Graduate,false,4260.0,3900.0,185.0,6,1,Urban,true,13395.712626579834
Male,true,2,Graduate,false,5042.0,2083.0,185.0,360,1,Rural,false,11864.322719195579
Male,true,2,Graduate,false,7350.0,4029.0,185.0,180,1,Urban,true,27810.701839580364
Male,true,2,Not Graduate,false,7667.0,0.0,185.0,360,1,Rural,true,32005.553210229737
Male,true,1,Graduate,false,14583.0,0.0,185.0,180,1,Rural,true,53818.319363065282
Male,false,3,Graduate,false,9167.0,0.0,185.0,360,1,Rural,true,26789.66383957172
Male,false,0,Graduate,false,29167.0,0.0,185.0,360,1,Semiurban,true,90079.537047546386
Male,true,0,Not Graduate,false,1668.0,3890.0,201.0,360,0,Semiurban,false,4865.9080843804859
Male,true,1,Graduate,false,4166.0,3369.0,201.0,360,1,Urban,false,14733.61255623027
Male,false,0,Graduate,false,4150.0,4256.0,209.0,360,1,Rural,true,13766.146416936685
Male,false,0,Graduate,false,6283.0,4416.0,209.0,360,0,Rural,false,24746.222949734398
Male,true,2,Graduate,false,7500.0,0.0,225.0,360,1,Urban,true,35672.081434565429
Female,false,0,Graduate,false,10000.0,1666.0,225.0,360,1,Rural,false,31012.109482262949
Male,true,2,Graduate,false,11417.0,1126.0,225.0,360,1,Urban,true,56646.590189598945
Female,false,0,Not Graduate,true,17263.0,0.0,225.0,360,1,Semiurban,true,68805.066313678166
Male,true,0,Graduate,false,5726.0,4595.0,258.0,360,1,Semiurban,false,13807.930010083588
Male,true,2,Graduate,false,8799.0,0.0,258.0,360,0,Urban,false,24966.377619129646
Male,true,0,Graduate,false,5400.0,4380.0,290.0,360,1,Urban,true,18282.073548552085
Male,true,3,Graduate,false,4000.0,7750.0,290.0,360,1,Semiurban,false,13912.214458999806
Male,true,3,Graduate,false,23803.0,0.0,370.0,360,1,Rural,true,99314.009412613173
Female,false,0,Graduate,false,10408.0,0.0,259.0,360,1,Urban,true,37685.024068541366
Male,true,0,Graduate,false,6333.0,4583.0,259.0,360,1,Semiurban,true,24959.295087495906
Male,true,0,Graduate,false,7500.0,3750.0,275.0,360,1,Urban,true,30107.841947288143
Male,true,3,Graduate,false,9504.0,0.0,275.0,360,1,Rural,true,41363.671063624126
Male,true,0,Graduate,false,7933.0,0.0,275.0,360,1,Urban,false,25890.328136370717
Male,true,2,Graduate,false,16666.0,0.0,275.0,360,1,Urban,true,76598.957373325145
Male,true,0,Graduate,true,32000.0,0.0,550.0,360,1,Semiurban,true,148391.46508027514
Female,false,0,Graduate,false,2708.0,0.0,65.0,360,1,Rural,true,8176.1647277969832
Female,false,0,Graduate,false,2708.0,0.0,65.0,360,1,Rural,true,7248.4264039474438
Male,false,0,Graduate,false,3125.0,0.0,65.0,360,1,Urban,true,10399.775561679924
Male,false,0,Graduate,false,3125.0,0.0,65.0,360,1,Urban,true,11439.853572824843
Male,false,0,Graduate,false,4463.0,0.0,65.0,360,1,Semiurban,true,20558.813500228269
Male,false,0,Graduate,false,4463.0,0.0,65.0,360,1,Semiurban,true,14473.327131631539
Male,false,0,Not Graduate,false,2755.0,0.0,65.0,300,1,Rural,false,7062.4052343172025
Male,false,0,Not Graduate,false,2755.0,0.0,65.0,300,1,Rural,false,9868.5117535008485
Female,false,0,Graduate,false,2918.0,0.0,65.0,360,1,Rural,true,8442.2840689446857
Female,false,0,Graduate,false,2918.0,0.0,65.0,360,1,Rural,true,12057.372844320835
Male,true,0,Graduate,false,4600.0,0.0,73.0,180,1,Semiurban,true,15269.078553807503
Male,true,0,Graduate,false,4600.0,0.0,73.0,180,1,Semiurban,true,13108.401484960204
Male,false,2,Not Graduate,false,3235.0,2015.0,77.0,360,1,Semiurban,true,10588.263101021725
Male,false,2,Not Graduate,false,3235.0,2015.0,77.0,360,1,Semiurban,true,8926.2076264407442
Male,true,2,Graduate,false,2957.0,0.0,81.0,360,1,Semiurban,true,11942.468675619066
Male,true,2,Graduate,false,2957.0,0.0,81.0,360,1,Semiurban,true,13041.481028987806
Male,false,0,Graduate,false,3500.0,0.0,81.0,300,1,Semiurban,true,11093.506625527538
Male,false,0,Graduate,false,3500.0,0.0,81.0,300,1,Semiurban,true,13377.841167773018
Female,false,1,Graduate,false,4723.0,0.0,81.0,360,1,Semiurban,false,16324.039746970253
Female,false,1,Graduate,false,4723.0,0.0,81.0,360,1,Semiurban,false,17658.916315599352
Male,true,3,Not Graduate,false,3522.0,0.0,81.0,180,1,Rural,false,10640.342949732061
Male,true,3,Not Graduate,false,3522.0,0.0,81.0,180,1,Rural,false,9639.0047734354212
Male,true,3,Not Graduate,false,3522.0,0.0,81.0,180,1,Rural,false,9590.7495243658686
Male,true,3,Not Graduate,false,3522.0,0.0,81.0,180,1,Rural,false,11370.352122684148
Male,true,2,Not Graduate,false,3273.0,1820.0,81.0,360,1,Urban,true,14439.389441962718
Male,true,2,Not Graduate,false,3273.0,1820.0,81.0,360,1,Urban,true,11670.676384057751
Female,false,1,Graduate,false,1850.0,4583.0,81.0,360,1,Rural,true,6739.4439569329152
Female,false,1,Graduate,false,1850.0,4583.0,81.0,360,1,Rural,true,7527.0913130940826
Female,false,1,Not Graduate,false,4606.0,0.0,81.0,360,1,Rural,false,17776.272558852954
Female,false,1,Not Graduate,false,4606.0,0.0,81.0,360,1,Rural,false,14964.854155910722
Male,true,1,Graduate,false,2214.0,1398.0,85.0,360,1,Urban,true,10385.015744637742
Male,true,1,Graduate,false,2214.0,1398.0,85.0,360,1,Urban,true,9469.2612474367961
Male,true,1,Graduate,false,3791.0,1936.0,85.0,360,1,Urban,true,11113.239144430789
Male,true,1,Graduate,false,3791.0,1936.0,85.0,360,1,Urban,true,18429.791263192954
Male,false,0,Graduate,false,3158.0,3053.0,89.0,360,1,Rural,true,9788.5138742393538
Male,false,0,Graduate,false,3158.0,3053.0,89.0,360,1,Rural,true,14404.924354534127
Male,true,0,Not Graduate,false,1800.0,2934.0,93.0,360,0,Urban,false,5608.8828205848695
Male,true,0,Not Graduate,false,1800.0,2934.0,93.0,360,0,Urban,false,5456.4715565665238
Female,false,0,Graduate,true,2500.0,0.0,93.0,360,1,Urban,true,6357.4611628250277
Female,false,0,Graduate,true,2500.0,0.0,93.0,360,1,Urban,true,11385.895245123798
Female,false,0,Graduate,false,3692.0,0.0,93.0,360,1,Rural,true,13996.887446363917
Female,false,0,Graduate,false,3692.0,0.0,93.0,360,1,Rural,true,15127.916687531599
Male,true,0,Graduate,false,4082.0,0.0,93.0,360,1,Semiurban,true,17783.749878762974
Male,true,0,Graduate,false,4082.0,0.0,93.0,360,1,Semiurban,true,16635.237090273589
Male,true,2,Graduate,false,2708.0,1167.0,97.0,360,1,Semiurban,true,11680.36028175066
Male,true,2,Graduate,false,2708.0,1167.0,97.0,360,1,Semiurban,true,13441.373158374339
Male,true,2,Not Graduate,true,1875.0,1875.0,97.0,360,1,Semiurban,true,6040.9861175911838
Male,true,2,Not Graduate,true,1875.0,1875.0,97.0,360,1,Semiurban,true,7701.2042724281637
Male,true,0,Graduate,false,2740.0,1541.0,101.0,360,1,Urban,true,8058.6410272870517
Male,false,0,Graduate,false,3909.0,0.0,101.0,360,1,Urban,true,12334.204903069058
Male,true,2,Graduate,false,2045.0,1619.0,101.0,360,1,Rural,true,9302.221421877819
Male,false,0,Not Graduate,false,3844.0,0.0,105.0,360,1,Urban,true,12274.302758582513
Male,true,1,Graduate,true,3343.0,1517.0,105.0,360,1,Rural,true,14750.244103147887
Male,true,0,Graduate,false,3887.0,1517.0,105.0,360,0,Semiurban,false,8752.2487034256719
Male,false,0,Graduate,false,6500.0,0.0,105.0,360,0,Rural,false,14187.502440597731
Male,true,0,Graduate,false,3510.0,828.0,105.0,360,1,Semiurban,true,10723.947847062474
Male,true,0,Not Graduate,false,2875.0,1750.0,105.0,360,1,Semiurban,true,11066.160415240796
Female,true,0,Graduate,true,5500.0,0.0,105.0,360,0,Rural,false,14780.12579320937
Female,true,1,Graduate,false,3326.0,913.0,105.0,84,1,Semiurban,true,16138.828550512424
Male,false,0,Not Graduate,false,3902.0,1666.0,109.0,360,1,Rural,true,10951.921600250262
Male,true,2,Graduate,false,2500.0,1840.0,109.0,360,1,Urban,true,8632.9869926431111
Male,true,0,Graduate,false,5817.0,910.0,109.0,360,1,Urban,true,15708.158985694341
Male,true,2,Not Graduate,false,1993.0,1625.0,113.0,180,1,Semiurban,true,6450.3893594549791
Female,false,0,Graduate,false,645.0,3683.0,113.0,480,1,Rural,true,2427.8148556271826
Male,true,3,Not Graduate,false,3095.0,0.0,113.0,360,1,Rural,true,13676.941717394036
Male,true,2,Graduate,false,3100.0,1400.0,113.0,360,1,Urban,true,15410.546630371311
Male,false,0,Graduate,false,3750.0,0.0,113.0,480,1,Urban,false,14475.713986291737
Male,true,3,Not Graduate,true,4009.0,1777.0,113.0,360,1,Urban,true,11359.532873544293
Female,true,0,Graduate,false,4709.0,0.0,113.0,360,1,Semiurban,true,20482.36234940619
Male,true,1,Graduate,false,2014.0,2925.0,113.0,360,1,Urban,false,6178.7477496658094
Male,false,1,Graduate,false,3667.0,0.0,113.0,180,1,Urban,true,11369.749605550922
Female,true,0,Graduate,false,3416.0,2816.0,113.0,360,1,Semiurban,true,10077.165861036801
Male,true,1,Not Graduate,false,2653.0,1500.0,113.0,180,0,Rural,false,7456.6539582680753
Female,true,2,Graduate,false,2031.0,1632.0,113.0,480,1,Semiurban,true,9032.2327489131385
Male,true,0,Graduate,false,2783.0,1456.0,113.0,360,1,Urban,true,8257.7017099677032
Male,true,2,Not Graduate,false,2281.0,0.0,113.0,360,1,Rural,false,5478.0711993448058
Female,false,1,Not Graduate,false,3854.0,3575.0,117.0,360,1,Rural,true,11761.833004518247
Male,false,1,Graduate,false,4384.0,1793.0,117.0,360,1,Urban,true,12606.984939351911
Female,true,2,Not Graduate,false,3729.0,0.0,117.0,360,1,Semiurban,true,14355.362471638648
Male,true,1,Not Graduate,false,2463.0,2360.0,117.0,360,0,Urban,false,9124.7915958477643
Female,false,0,Graduate,false,2274.0,5211.0,117.0,360,0,Semiurban,false,6322.6776126984059
Male,true,1,Graduate,false,3089.0,1280.0,121.0,360,0,Semiurban,false,11513.051953247734
Male,true,2,Not Graduate,false,3859.0,0.0,121.0,360,1,Rural,true,12938.427147563361
Male,true,0,Graduate,false,2666.0,4300.0,121.0,360,1,Rural,true,10015.77167857721
Male,true,2,Not Graduate,false,2309.0,1255.0,125.0,360,0,Rural,false,8935.39738562583
Male,true,2,Graduate,false,2583.0,2330.0,125.0,360,1,Rural,true,9470.7634678333652
Male,true,3,Not Graduate,false,5180.0,0.0,125.0,360,0,Urban,false,11044.627346135559
Male,true,1,Graduate,false,3747.0,2139.0,125.0,360,1,Urban,true,16138.353268600989
Male,false,0,Graduate,false,4950.0,0.0,125.0,360,1,Urban,true,20202.704313870949
Male,true,0,Graduate,true,7016.0,292.0,125.0,360,1,Urban,true,27258.566475509553
Female,false,0,Not Graduate,false,3765.0,0.0,125.0,360,1,Urban,true,11323.104890043163
Male,true,0,Graduate,false,5488.0,0.0,125.0,360,1,Rural,true,20377.467565287527
Male,true,3,Not Graduate,false,4490.0,0.0,125.0,360,1,Urban,true,18652.579596156524
Male,true,1,Graduate,false,6300.0,0.0,125.0,360,0,Urban,false,16551.405063906186
Male,false,0,Not Graduate,false,4768.0,0.0,125.0,360,1,Rural,true,17001.448464533827
Male,true,0,Graduate,false,4258.0,0.0,125.0,360,1,Urban,true,17092.706539733335
Male,true,3,Not Graduate,true,7100.0,0.0,125.0,60,1,Urban,true,26662.62270843815
Male,true,0,Graduate,false,2539.0,1704.0,125.0,360,0,Rural,false,9361.8643059979786
Male,false,0,Not Graduate,true,1599.0,2474.0,125.0,300,1,Semiurban,true,4421.1593846183605
Male,false,0,Graduate,false,2942.0,2382.0,125.0,180,1,Urban,true,12817.445516732616
Male,true,0,Graduate,false,4860.0,830.0,125.0,360,1,Semiurban,true,21118.4352019854
Female,false,0,Not Graduate,true,18165.0,0.0,125.0,360,1,Urban,true,73712.854375540017
Male,true,3,Not Graduate,true,3333.0,2166.0,130.0,360,1,Semiurban,true,10245.552125915014
Male,true,2,Graduate,false,5391.0,0.0,130.0,360,1,Urban,true,16085.1399768061
Male,true,1,Graduate,true,3466.0,1210.0,130.0,360,1,Rural,true,16584.152187836291
Male,true,3,Graduate,false,8750.0,4996.0,130.0,360,1,Rural,true,35254.57294006271
Male,true,2,Graduate,false,5667.0,440.0,130.0,360,0,Semiurban,false,15661.504888263071
Female,false,0,Not Graduate,false,4402.0,0.0,130.0,360,1,Rural,true,14691.713809198149
Male,false,0,Graduate,false,4917.0,0.0,130.0,360,0,Rural,true,14726.967752341812
Male,true,3,Not Graduate,true,5703.0,0.0,130.0,360,1,Rural,true,26686.760464163763
Male,false,0,Graduate,false,2750.0,0.0,130.0,360,0,Urban,false,9882.2763360913141
Male,false,0,Not Graduate,false,6783.0,0.0,130.0,360,1,Semiurban,true,29486.820824746723
Male,true,2,Not Graduate,false,4483.0,0.0,130.0,360,1,Rural,true,15038.75066832686
Male,true,0,Graduate,false,4750.0,2333.0,130.0,360,1,Urban,true,13848.797956904147
Male,true,0,Graduate,false,4310.0,0.0,130.0,360,1,Semiurban,true,17700.264734517117
Male,false,0,Graduate,false,2412.0,2755.0,130.0,360,1,Rural,true,11481.70720788373
Male,true,0,Graduate,true,3188.0,2286.0,130.0,360,1,Rural,true,13565.934484503767
Male,true,0,Graduate,false,3445.0,0.0,130.0,360,0,Semiurban,false,12719.13474156866
Female,true,0,Graduate,false,2423.0,505.0,130.0,360,1,Semiurban,true,11735.019867853758
Male,false,0,Graduate,false,14911.0,14507.0,130.0,360,1,Semiurban,true,70557.301824875336
Male,false,0,Graduate,true,2860.0,2988.0,138.0,360,1,Urban,true,13084.45247330946
Male,true,0,Graduate,false,3246.0,1417.0,138.0,360,1,Semiurban,true,10643.21854401436
Male,false,0,Graduate,false,3643.0,1963.0,138.0,360,1,Urban,true,14556.934297819991
Male,true,0,Not Graduate,true,4735.0,0.0,138.0,360,1,Urban,false,18769.633215779228
Male,true,1,Not Graduate,false,4050.0,5302.0,138.0,360,1,Rural,false,9058.2015550969027
Male,true,0,Graduate,false,5829.0,0.0,138.0,360,1,Rural,true,21678.366869478232
Female,false,2,Graduate,false,3427.0,0.0,138.0,360,1,Urban,false,11998.186641752854
Male,true,0,Graduate,false,2917.0,3583.0,138.0,360,1,Semiurban,true,10360.845678377958
Female,true,0,Not Graduate,true,7142.0,0.0,138.0,360,1,Rural,true,27807.72320289199
Male,false,0,Graduate,false,3579.0,3308.0,138.0,360,1,Semiurban,false,13313.452730375247
Male,true,1,Graduate,false,3074.0,1083.0,146.0,360,1,Semiurban,true,13969.07214941856
Male,true,0,Graduate,false,2333.0,3803.0,146.0,360,1,Rural,true,6126.8150902223879
Male,true,1,Graduate,false,2787.0,1917.0,146.0,360,0,Rural,false,9266.9379303588212
Female,true,0,Graduate,false,3167.0,2283.0,154.0,360,1,Semiurban,true,12462.2224571887
Female,false,0,Not Graduate,false,4350.0,0.0,154.0,360,1,Rural,true,21508.153397054703
Male,true,1,Graduate,false,2185.0,1516.0,162.0,360,1,Semiurban,true,5921.9322491280982
Male,true,0,Not Graduate,false,4163.0,1475.0,162.0,360,1,Urban,true,16001.302509181411
Male,true,0,Graduate,false,3887.0,2669.0,162.0,360,1,Semiurban,true,18023.935237347159
Male,false,2,Graduate,false,5532.0,4648.0,162.0,360,1,Rural,true,26177.881257118261
Male,true,1,Graduate,false,6825.0,0.0,162.0,360,1,Rural,true,25283.238117723013
Female,false,0,Graduate,false,4333.0,2333.0,162.0,360,0,Rural,false,14831.894060576158
Male,true,1,Graduate,true,3450.0,2079.0,162.0,360,1,Semiurban,true,11566.472577149643
